,CalllogID,Category,Content,Line,MemberLine,Speaker,content.split,Intent,IntentScore,IntentScoreConfidence,ChatIDLineCount
10155,374939,Member,怎么领不了彩金啊 ,2,1,pk775884,怎么 领 不了 彩金 啊 ,promotion/38APP彩金,30.97,1.0,2
10157,374940,Member,是 ,4,2,TBwT190419,是 ,-,0.0,0.0,1
10158,374941,Member,我想修改我预留的手机号码  ,2,1,panwei111,我 想 修改 我 预留 的 手机号 码 ,-,0.0,0.0,2
10160,374942,Member,邮箱特邀领取88 ,3,2,vb,邮箱 特邀 领取 88 ,-,0.0,0.0,1
10161,374943,Member,怎么PT游戏进不去啊？ 访客传送了一个文件：Screenshot_2018-07-09-05-04-19-69.png ,2,1,jin88li99,怎么 PT 游戏 进 不 去 啊 ？ 访客 传送 了 一个 文件 ：Screenshot_2018-07-09-05-04-19-69 . png ,-,0.0,0.0,2
10163,374949,Member,我用微信转的账怎么还没到账阿 ,2,1,TBmo1472581,我 用 微信 转 的 账 怎么 还 没 到 账 阿 ,payment/没有到账,29.64,1.0,2
10165,374953,Visitor,我提供姓名和身份证号码可以查到我在本站平台是否有过注册账号吗 ,2,1,曾林根,我 提供 姓名 和 身份证 号码 可以 查 到 我 在 本站 平台 是否 有 过 注册 账号 吗 ,-,0.0,0.0,2
10167,374954,Member,嗯 ,3,1,Sx889900,嗯 ,common/谢谢,50.0,3.0,1
10168,374955,Member,你好你好请问有没有工商卡号，我ATM存款 ,2,1,zhong92,你好 你好 请问 有没有 工商 卡号 ， 我 ATM 存款 ,-,0.0,0.0,2
10170,374956,Member,忘记账户密码    很久没登入   记不住密码 ,2,1,bmw222,忘记 账户 密码 很 久 没 登 入 记 不住 密码 ,account/password/忘记密码,32.28,1.0,2
10172,374957,Visitor,是不是1264857965@qq.com ,2,1,曾林根,是不是 1264857965@qq . com ,-,0.0,0.0,2
10174,374958,Member,我忘了我游戏账号了，只记得手机和我名字能找回来吗？ ,4,2,dd2215,我 忘 了 我 游戏 账号 了 ， 只 记得 手机 和 我 名字 能 找回 来 吗 ？ ,-,0.0,0.0,1
10175,374959,Member,查询会员账号 ,2,1,vb,查询 会员 账号 ,-,0.0,0.0,2
10177,374960,Member,我的问题仍未解决 ,2,1,sz123321,我 的 问题 仍 未 解决 ,-,0.0,0.0,2
10179,374961,Member,我存款到下线帐号， ,2,1,ww5510,我 存款 到 下线 帐号 ， ,payment/deposit/localbank/没有本银/支付宝存款收款账户， 存入旧账户,35.62,2.0,2
10181,374962,Member,申请pt倍数彩金 ,2,1,zjw513500,申请 pt 倍数 彩金 ,promotion/38APP彩金,37.22,2.0,2
10183,374963,Member,我忘记我的代理账号了 ,2,1,tbxxs888,我 忘记 我 的 代理 账号 了 ,-,0.0,0.0,2
10185,374964,Member,签到怎么没有钱副帐户 ,2,1,tbc258369,签到 怎么 没有 钱 副 帐户 ,-,0.0,0.0,2
10187,374965,Member,我申请PT倍数奖励 ,2,1,hmj564321,我 申请 pt 倍数 奖励 ,promotion/38APP彩金,27.54,1.0,2
10189,374966,Member,给我发邮件说送88彩金怎么申请 ,2,1,b,给 我 发 邮件 说 送 88 彩金 怎么 申请 ,promotion/38APP彩金,28.91,1.0,2
10191,374967,Member,我用微信转的账怎么还没到账阿？ ,2,1,TBmo1472581,我 用 微信 转 的 账 怎么 还 没 到 账 阿 ？ ,payment/没有到账,29.64,1.0,2
10193,374968,Member,领生日彩金要什么要求？ ,2,1,tbhi110119,领 生日 彩金 要 什么 要求 ？ ,-,0.0,0.0,2
10195,374969,Member,我忘记了账号 ,2,1,qaz198,我 忘记 了 账号 ,account/忘记用户名,61.26,4.0,2
10197,374970,Member,帮我查一下15038210755 ,2,1,qwer4567,帮 我 查 一下 15038210755 ,payment/deposit/为何存款尚未到账,22.37,1.0,2
10199,374971,Member,存了 1笔  500  没有到账 ,2,1,xiaokang77,存 了 1 笔 500 没有 到 账 ,payment/没有到账,27.15,1.0,1
10200,374972,Member,有没有什么活动哦？ ,2,1,wori2468,有没有 什么 活动 哦 ？ ,common/谢谢,25.36,1.0,2
10202,374973,Member,为什么生日的时候不送我彩金 ,2,1,kjx1516,为什么 生日 的 时候 不 送 我 彩金 ,promotion/要求免费彩金,36.85,2.0,2
10204,374974,Member,特妈的我的账号注册已经好几年了？还是新会员 ,2,1,kjx1516,特 妈 的 我 的 账号 注册 已经 好几年 了 ？ 还是 新会员 ,-,0.0,0.0,2
10206,374976,Member,邮件特邀 注册88 ,2,1,s s,邮件 特邀 注册 88 ,promotion/38APP彩金,25.8,1.0,2
10208,374977,Member,我账号密码都忘记了怎么找回来啊 ,4,2,asd123123,我 账号 密码 都 忘记 了 怎么 找回 来 啊 ,account/password/忘记密码,32.8,1.0,1
10209,374978,Member,取款 ,2,1,cx900918 ,提款 ,payment/withdrawal/提款,79.54,5.0,2
10211,374979,Visitor,能否帮我修改手机号 ,4,2,你好亲,能否 帮 我 修改 手机号 ,-,0.0,0.0,1
10212,374980,Member,请问你们的邮箱号是多少 ,2,1,tb54188aaa,请问 你们 的 邮箱 号 是 多少 ,-,0.0,0.0,2
10214,374981,Member,电话不知道忘了 ,2,1,asd123123,电话 不知 道 忘 了 ,-,0.0,0.0,2
10216,374982,Member,49801057165 2018-07-09 06:02:19 GMT+08:00 CNY447.08 CNY4.50 CNY548.00 CNY990.58 ,2,1,fcai818,49801057165 2018-07-09 06:02:19 GMT+08:00 CNY447 . 08 CNY4 . 50 CNY548 . 00 CNY990 . 58 ,-,0.0,0.0,2
10218,374983,Member,qaz198我忘记了密码 ,2,1,qaz198,qaz198 我 忘记 了 密码 ,account/password/忘记密码,72.21,5.0,2
10220,374984,Member,怎么申请注册彩金 ,2,1,wazz99,怎么 申请 注册 彩金 ,promotion/注册彩金,58.66,3.0,2
10222,374985,Member,申请PT百倍奖金 ,2,1,cx900918 ,申请 pt 百倍 奖金 ,portal/app/乐天堂PT APP 桌面/安卓下载版,26.31,1.0,2
10224,374986,Member,你好我可以从新绑定手机号码吗 ,2,1,pqx7575,你好 我 可以 从 新 绑定 手机号 码 吗 ,-,0.0,0.0,2
10226,374987,Member,忘记密码 ,2,1,yx1995329,忘记密码 ,account/password/忘记密码,24.4,1.0,2
10228,374988,Member,亲，我的账户可不可以申请首存优惠 ,2,1,xiayang888,亲 ， 我 的 账户 可不可以 申请 首 存 优惠 ,-,0.0,0.0,2
10230,374989,Member,hzh5210      黄智慧     6228481278803415471   登录密码忘了 ,2,1,hzh5210,hzh5210 黄 智慧 6228481278803415471 登录 密码 忘 了 ,account/password/忘记密码,41.73,2.0,2
10232,374991,Member,www1608 ,2,1,www1608,www1608 ,-,0.0,0.0,2
10234,374992,Member,收到邮箱特邀88元彩金 ,2,1,asdasd,收到 邮箱 特邀 88 元 彩金 ,promotion/注册彩金,31.12,1.0,2
10236,374993,Member,申请救援金 ,3,1,mo1472581,申请 救援金 ,promotion/要求免费彩金,65.03,4.0,2
10238,374994,Visitor,怎么修改手机号码 ,2,1,熊娟,怎么 修改 手机号 码 ,-,0.0,0.0,2
10240,374995,Member,申请PT老虎机百倍奖励 ,2,1,tbkangjia02,申请 PT 老虎机 百倍 奖励 ,-,0.0,0.0,2
10242,374996,Member,我的账号怎么不能玩NT娱乐城呢？ ,4,2,nss8888,我 的 账号 怎么 不能 玩 NT 娱乐城 呢 ？ ,-,0.0,0.0,1
10243,374997,Member,ptl老虎机客户端怎么下载 ,3,1,qg0129,ptl 老虎机 客户端 怎么 下载 ,portal/app/乐天堂手机版APP下载步骤,46.77,2.0,2
10245,374998,Member,支付宝  王伟 ,2,1,kmjsza147,支付宝 王伟 ,payment/deposit/localbank/本银/支付宝转账存款,61.34,4.0,2
10247,374999,Member,我以前邮箱和电话都没有用了怎么找密码 ,2,1,ttm520,我 以前 邮箱 和 电话 都 没有 用 了 怎么 找 密码 ,-,0.0,0.0,2
10249,375001,Member,怎么不上分  访客传送了一个文件：6881FAD9-BC24-4B24-9528-A012C573CF47.png ,2,1,Sx889900,怎么 不 上 分 访客 传送 了 一个 文件 ：6881FAD9-BC24-4B24-9528-A012C573CF47 . png ,-,0.0,0.0,2
10251,375002,Member,亲，刚刚收到邮件，注册送88，怎么领取呢 ,2,1,fk7878,亲 ， 刚刚 收到 邮件 ， 注册 送 88 ， 怎么 领取 呢 ,-,0.0,0.0,2
10253,375003,Member,微信存不了款 ,2,1,g x l 901115,微信 存 不了 款 ,payment/deposit/wechat/微信转账存款,46.88,2.0,2
10255,375005,Member,你好我刚才用支付宝存了四十元到苗春艳卡上不知道换了存款卡号帮我查一下 ,2,1,long1979,你好 我 刚才 用 支付宝 存 了 四十 元 到 苗 春 艳 卡 上 不知 道 换 了 存款 卡号 帮 我 查 一下 ,-,0.0,0.0,2
10257,375006,Member,怎么还没有到啊 ,2,1,kmjsza147,怎么 还 没有 到 啊 ,payment/没有到账,42.37,2.0,2
10259,375009,Member,古怪猴子三个香蕉是不是百倍 ,3,2,tbgzd777888,古怪猴子 三个 香蕉 是不是 百倍 ,-,0.0,0.0,1
10260,375010,Member,忘记邮箱和手机号码怎么修改密码 ,2,1,ttm520,忘记 邮箱 和 手机号 码 怎么 修改 密码 ,account/password/忘记密码,24.39,1.0,2
10262,375011,Member,存款还没到  ,2,1,zhou386347,存款 还 没 到 ,payment/deposit/为何存款尚未到账,75.01,5.0,1
10263,375013,Member,生日礼金 ,4,2,222c0m,生日 礼金 ,-,0.0,0.0,1
10264,375014,Member,我的怎么还没到账 ,2,1,g x l 901115,我 的 怎么 还 没 到 账 ,payment/没有到账,86.9,5.0,2
10266,375015,Member,密码锁了 ,2,1,zong789,密码 锁 了 ,account/password/忘记密码,27.93,1.0,2
10268,375016,Member,我这两天输了那么多送个奖励啥？ ,4,2,tb0121,我 这 两天 输 了 那么 多 送 个 奖励 啥 ？ ,-,0.0,0.0,1
10269,375017,Member,如何领取体验金 ,2,1,you778805,如何 领取 体验 金 ,promotion/注册彩金,44.91,2.0,2
10271,375018,Member,我的存款还没到账吗 ,2,1,g x l 901115,我 的 存款 还 没 到 账 吗 ,payment/deposit/为何存款尚未到账,76.47,5.0,2
10273,375020,Member,我的提款怎么失败了？ ,2,1,dundun888,我 的 提款 怎么 失败 了 ？ ,payment/withdrawal/提款申请失败,63.68,4.0,1
10274,375021,Member,我要修改手机号，可以人工修改吗 ,3,2,TBWYN2013,我 要 修改 手机号 ， 可以 人工 修改 吗 ,-,0.0,0.0,1
10275,375022,Member,忘记，密码 、 ,2,1,z201007,忘记 ， 密码 、 ,account/password/忘记密码,68.98,4.0,2
10277,375024,Member,我生日礼金怎么领不了 ,2,1,a64856668,我 生日 礼金 怎么 领 不了 ,-,0.0,0.0,2
10279,375025,Member,这个怎么声请的 访客传送了一个文件：Screenshot_20180709-091303.png ,3,1,TBwT190419,这个 怎么 声 请 的 访客 传送 了 一个 文件 ：Screenshot_20180709-091303 . png ,-,0.0,0.0,2
10281,375026,Member,刚才存了20块钱   还没到账  ,4,2,hn456852,刚才 存 了 20 块钱 还 没 到 账 ,payment/没有到账,23.8,1.0,1
10282,375027,Member,我刚才充值200元怎么还没到账 ,4,2,TBWYN2013,我 刚才 充值 200 元 怎么 还 没 到 账 ,payment/deposit/为何存款尚未到账,40.78,2.0,1
10283,375028,Member,微信转账没到账 ,2,1,tbqy19900612,微信 转账 没 到 账 ,payment/deposit/wechat/微信转账存款,53.23,3.0,2
10285,375029,Member,qxl111115 ,2,1,qxl111115,qxl111115 ,-,0.0,0.0,1
10286,375030,Member,忘记密码 ,2,1,yk520520,忘记密码 ,account/password/忘记密码,24.4,1.0,2
10288,375031,Member,w我的提款未到 ,2,1,zjw6666,w 我 的 提款 未 到 ,payment/withdrawal/为何提款不到账,32.14,1.0,1
10289,375032,Member,我想问一下，我死够了吗？ 访客已离开聊天。 聊天结束。 (09:38:21) ,2,1,www1608,我 想 问 一下 ， 我 死 够 了 吗 ？ 访客 已 离开 聊天 。 聊天 结束 。 (09:38:21) ,-,0.0,0.0,1
10290,375033,Member,我提款为什么显示已取消 ,2,1,zzz6521,我 提款 为什么 显示 已 取消 ,payment/withdrawal/取消提款申请,37.52,2.0,2
10292,375034,Member,支付宝转账七百，没到 ,4,2,tbzz299299,支付宝转账 七百 ， 没 到 ,payment/deposit/存款多久到账？,29.12,1.0,1
10293,375035,Member,"帮忙提交下存钱七百 客服""内马尔""已加入聊天。 客服""安琪""已加入聊天。 ",3,2,tbzz299299,"帮忙 提交 下 存钱 七百 客 服 "" 内 马尔 "" 已 加入 聊天 。 客 服 "" 安 琪 "" 已 加入 聊天 。 ",-,0.0,0.0,1
10294,375036,Member,收到邮件申请88 ,2,1,eee,收到 邮件 申请 88 ,account/email/没有收到乐天堂发出的邮件,45.37,2.0,2
10296,375037,Member,我支付宝转了七百 ,4,2,tbzz299299,我 支付宝 转 了 七百 ,payment/deposit/localbank/没有本银/支付宝存款收款账户， 存入旧账户,51.81,3.0,1
10297,375039,Member,密码忘了 ,2,1,zj198888,密码 忘 了 ,account/password/忘记密码,50.11,3.0,2
10299,375040,Member,请问这个提示什么意思？？？ ,4,2,ma59418,请问 这个 提示 什么 意思 ？ ？ ？ ,-,0.0,0.0,1
10300,375041,Member,帮我看哈，这是那个游戏里的 ,5,2,ma59418,帮 我 看 哈 ， 这 是 那个 游戏 里 的 ,-,0.0,0.0,1
10301,375042,Member,506QupbokFKEDSNcoC 特殊奖金 28.00 2018-07-07 17:46:37    这是我副账户显示得到的奖金。但是我账户里面没得这笔奖金啊  ,3,1,wfsu2015,506QupbokFKEDSNcoC 特殊 奖金 28 . 00 2018-07-07 17:46:37 这 是 我 副 账户 显示 得到 的 奖金 。 但是 我 账户 里面 没 得 这笔 奖金 啊 ,-,0.0,0.0,2
10303,375043,Member,存500送250那优惠多少流水 ,2,1,tbyangqw09,存 500 送 250 那 优惠 多少 流水 ,promotion/查询流水,29.89,1.0,2
10305,375044,Member,你好 访客传送了一个文件：S80709-10200663.jpg ,2,1,ma59418,你好 访客 传送 了 一个 文件 ：S80709-10200663 . jpg ,-,0.0,0.0,2
10307,375045,Member,"我用微信转的账怎么还没到账阿？ 客服""安琪""已加入聊天。 ",2,1,TBmo1472581,"我 用 微信 转 的 账 怎么 还 没 到 账 阿 ？ 客 服 "" 安 琪 "" 已 加入 聊天 。 ",payment/没有到账,21.84,1.0,2
10309,375046,Member,认证手机 但是一直无法收到验证码  ,2,1,tbshmily119,认证 手机 但是 一直 无法 收到 验证 码 ,account/phone/无法收到乐天堂发出的手机验证码,22.3,1.0,2
10311,375047,Member,50%优惠是什么 ,2,1,198716,50% 优惠 是 什么 ,promotion/sportsbook/体育首存红利,42.55,2.0,1
10312,375048,Member,"请问 体验金安全等级不够是什么意思 客服""安琪""已加入聊天。 ",2,1,zj198888,"请问 体验 金安 全 等级 不够 是 什么 意思 客 服 "" 安 琪 "" 已 加入 聊天 。 ",-,0.0,0.0,2
10314,375049,Member,收到邮件注册彩金88 ,2,1,as3883,收到 邮件 注册 彩金 88 ,promotion/注册彩金,37.15,2.0,2
10316,375050,Member,你好刚存的款还没到账 ,2,1,zwj080624,你好 刚 存 的 款 还 没 到 账 ,payment/没有到账,33.87,1.0,2
10318,375051,Member,我是as3883 ,2,1,as3883,我 是 as3883 ,-,0.0,0.0,2
10320,375052,Member,10分钟还没有到 ,2,1,clf1021,10 分钟 还 没有 到 ,payment/deposit/为何存款尚未到账,25.05,1.0,2
10322,375053,Member,可不可以不要那么死 ,2,1,dgy198111,可不可以 不要 那么 死 ,-,0.0,0.0,2
10324,375054,Member,我的微信转账怎么还没到 ,3,1,tblh009611,我 的 微信 转账 怎么 还 没 到 ,payment/deposit/wechat/微信转账存款,54.2,3.0,2
10326,375055,Member,.我通过支付宝存款20还没有到账？ ,2,1,lqy338090,. 我 通过 支付宝 存款 20 还 没有 到 账 ？ ,payment/deposit/localbank/本银/支付宝存款申请超过30分钟仍然还没有到账,29.53,1.0,2
10328,375056,Member,我的体验金阿 ,3,2,1,我 的 体验 金 阿 ,promotion/注册彩金,25.17,1.0,1
10329,375057,Member,我登录游戏时说我开到有游戏端没关！一直登录不上 ,2,1,tbyiwu325325,我 登录 游戏 时说 我 开 到 有 游戏 端 没 关 ！ 一直 登录 不 上 ,-,0.0,0.0,2
10331,375058,Member,是  ,3,1,haitao8761,是 ,-,0.0,0.0,2
10333,375059,Member,帐号显示其他地方登录 ,2,1,1818fch,帐号 显示 其他 地方 登录 ,-,0.0,0.0,2
10335,375060,Visitor,你好，我的账号不记得了，能帮我查到吗 ,2,1,林俊,你好 ， 我 的 账号 不 记得 了 ， 能 帮 我 查 到 吗 ,-,0.0,0.0,2
10337,375062,Member,我的存已经到对方我账户，陶瑞梅。我刚打银行电话已经到账， ,4,2,zwj080624,我 的 存 已经 到 对方 我 账户 ， 陶 瑞 梅 。 我 刚 打 银行 电话 已经 到 账 ， ,-,0.0,0.0,1
10338,375064,Member,我支付宝存了200 早就成功了 为什么不给我入款 ,2,1,ya 142332,我 支付宝 存 了 200 早就 成功 了 为什么 不 给 我 存款 ,payment/deposit/localbank/没有本银/支付宝存款收款账户， 存入旧账户,22.59,1.0,2
10340,375065,Member,我这单卡住了吗 ,2,1,haitao8761,我 这 单 卡住 了 吗 ,-,0.0,0.0,2
10342,375066,Member,我存款存错了 ,2,1,tbldm1986,我 存款 存 错 了 ,payment/deposit/存款,28.54,1.0,2
10344,375067,Member,存款半天不到什么鬼  ,2,1,tbisadog3,存款 半天 不到 什么 鬼 ,-,0.0,0.0,2
10346,375068,Member,我.11.01存了钱，怎么没到账？ ,2,1,tbwng115,我 . 11 . 01 存 了 钱 ， 怎么 没 到 账 ？ ,payment/没有到账,37.04,2.0,2
10348,375069,Member,已经到账了亲 ,2,1,zwj080624,已经 到 账 了 亲 ,payment/没有到账,21.11,1.0,1
10349,375070,Member,这个没到账呢？ ,2,1,lxy5211314,这个 没 到 账 呢 ？ ,payment/没有到账,45.28,2.0,2
10351,375072,Member,申请PT百倍奖励 ,2,1,tbkangjia02,申请 pt 百倍 奖励 ,promotion/38APP彩金,27.5,1.0,2
10353,375073,Member,帮我处理一项存款 ,2,1,54115a,帮 我 处理 一项 存款 ,payment/deposit/为何存款尚未到账,22.42,1.0,2
10355,375074,Member,我的存款还没到账亲 ,4,2,zwj080624,我 的 存款 还 没 到 账 亲 ,payment/deposit/为何存款尚未到账,37.82,2.0,1
10356,375075,Member,为啥我支付宝转账已经成功了游戏里面却没有 ,4,2,tbwuwei80531,为啥 我 支付宝转账 已经 成功 了 游戏 里面 却 没有 ,-,0.0,0.0,1
10357,375076,Member,我支前存了名字不同 ,2,1,tbwng115,我 支前 存 了 名字 不同 ,-,0.0,0.0,2
10359,375077,Member,登陆游戏说我没关完前面登录的游戏端！错误代码12！  ,2,1,tbyiwu325325,登陆 游戏 说 我 没 关 完 前面 登录 的 游戏 端 ！ 错误 代码 12 ！ ,-,0.0,0.0,2
10361,375078,Member,我刚才11点05分转帐给徐振楠(已到账)怎么我帐户上没钱 ,2,1,a422433,我 刚才 11 点 05 分 转 帐 给 徐 振 楠 ( 已 到 账 ) 怎么 我 帐户 上 没 钱 ,-,0.0,0.0,2
10363,375079,Member,关于我支付宝转账成功在游戏里面却没到账。是怎么回事 ,2,1,tbwuwei80531,关于 我 支付宝转账 成功 在 游戏 里面 却 没 到 账 。 是 怎么 回事 ,-,0.0,0.0,2
10365,375080,Member,我有个信息这么打不开 ,4,2,tbzhoutao52,我 有 个 信息 这么 打 不 开 ,-,0.0,0.0,1
10366,375081,Member,我的存款还没到账 ,4,2,zwj080624,我 的 存款 还 没 到 账 ,payment/deposit/为何存款尚未到账,81.37,5.0,1
10367,375084,Member,你好我的存款为什么迟迟不能到账联系里几遍客服 ,2,1,zwj080624,你好 我 的 存款 为什么 迟迟 不能 到 账 联系 里 几遍 客 服 ,-,0.0,0.0,2
10369,375085,Member,我的微信转账怎么还没到 ,2,1,tblh009611,我 的 微信 转账 怎么 还 没 到 ,payment/deposit/wechat/微信转账存款,54.2,3.0,2
10371,375086,Member,刚才微信存款没到账 访客传送了一个文件：Screenshot_20180709-114003.png ,2,1,sj4567,刚才 微信 存款 没 到 账 访客 传送 了 一个 文件 ：screenshot_20180709-114003 . png ,payment/deposit/wechat/微信转账存款,29.26,1.0,2
10373,375087,Member,帮我修改一下电话号码 ,2,1,jie007wang,帮 我 修改 一下 电话号码 ,-,0.0,0.0,2
10375,375088,Member,随便我进那个游戏都进去不到呢 ,2,1,Sx889900,随便 我 进 那个 游戏 都 进去 不到 呢 ,-,0.0,0.0,1
10376,375089,Member,送我张红包优惠券呗 ,2,1,wyj995,送 我 张 红包 优惠 券 呗 ,-,0.0,0.0,2
10378,375090,Member,户名怎么该 ,2,1,Tbyxzm ,户 名 怎么 该 ,-,0.0,0.0,2
10380,375091,Member,微信存款存不了 ,2,1,g x l 901115,微信 存款 存 不了 ,payment/deposit/wechat/微信转账存款,65.36,4.0,2
10382,375092,Member,你们是不是有28的体验金啊  ,2,1,xde456789,你们 是不是 有 28 的 体验 金 啊 ,promotion/注册彩金,30.88,1.0,2
10384,375093,Member,xsy880800 ,2,1,xsy880880,xsy880800 ,-,0.0,0.0,2
10386,375094,Member,修改原绑定手机号 ,2,1,xb930423,修改 原 绑定 手机号 ,-,0.0,0.0,2
10388,375095,Member,我的存款没到 ,2,1,wf840223,我 的 存款 没 到 ,payment/deposit/为何存款尚未到账,48.33,2.0,2
10390,375097,Member,你好我刚刚提了1千元，但我的银行卡是另外￣张了，款没到怎么办 ,2,1,xjw119,你好 我 刚刚 提 了 1 千元 ， 但 我 的 银行卡 是 另外 ￣ 张 了 ， 款 没 到 怎么办 ,-,0.0,0.0,2
10392,375098,Member,可以送我点彩金吗？ ,3,2,tbbaoqiang28,可以 送 我 点 彩金 吗 ？ ,promotion/要求免费彩金,54.7,3.0,1
10393,375099,Member,我的银行卡转账怎么还没有到账 ,3,2,pengju666,我 的 银行卡 转账 怎么 还 没有 到 账 ,payment/没有到账,33.78,1.0,1
10394,375100,Member,你好，我这个月的优惠还没收到。麻烦你帮我看看是不是在站内信里面，我这边看不到。 ,3,1,zhouliang1,你好 ， 我 这个 月 的 优惠 还 没收 到 。 麻烦 你 帮 我 看看 是不是 在 站 内 信 里面 ， 我 这边 看不到 。 ,-,0.0,0.0,2
10396,375101,Member,zhangsl99 ,4,2,zhangsl99,zhangsl99 ,-,0.0,0.0,1
10397,375102,Member,存款没到账 ,2,1,wf840223,存款 没 到 账 ,payment/deposit/为何存款尚未到账,57.65,3.0,2
10399,375103,Member,是我的 ,6,2,pengju666,是 我 的 ,-,0.0,0.0,1
10400,375104,Member,为什么注册不了 ,2,1,1,为什么 注册 不了 ,account/无法注册,58.77,3.0,1
10401,375105,Member,申请百倍彩金 ,2,1,tbw453937291,申请 百倍 彩金 ,promotion/38APP彩金,69.67,4.0,2
10403,375106,Member,刚电脑断网了 ,2,1,xin86866,刚 电脑 断 网 了 ,-,0.0,0.0,2
10405,375107,Member,申请PT百倍奖励 ,2,1,tbkangjia02,申请 pt 百倍 奖励 ,promotion/38APP彩金,27.5,1.0,2
10407,375108,Member,这个这么验证手机号码 ,2,1,Sx889900,这个 这么 验证 手机号 码 ,account/phone/如何验证电话号码,41.52,2.0,1
10408,375109,Member,你好注册送88彩金。怎么申请 访客已离开聊天。 聊天结束。 (12:58:48) ,2,1,jiangjun18,你好 注册 送 88 彩金 。 怎么 申请 访客 已 离开 聊天 。 聊天 结束 。 (12:58:48) ,promotion/注册彩金,35.37,2.0,1
10409,375110,Member,我支付宝转账成功了怎么不到账啊？ ,2,1,hdj6313,我 支付宝转账 成功 了 怎么 不到 账 啊 ？ ,payment/deposit/存款多久到账？,21.81,1.0,2
10411,375111,Member,你好  我刚才的 提款怎么 取消了 ,2,1,yang1sf,你好 我 刚才 的 提款 怎么 取消 了 ,payment/withdrawal/取消提款申请,49.1,2.0,2
10413,375112,Member,看见公司发来的新消息，我有一份心意金需要联系客服领取 ,2,1,54115a,看见 公司 发来 的 新 消息 ， 我 有 一份 心意金 需要 联系 客 服 领取 ,-,0.0,0.0,2
10415,375113,Member,消息说我有18元的心意金 ,2,1,haitao8761,消息 说 我 有 18 元 的 心意金 ,-,0.0,0.0,1
10416,375114,Member,你好  账号zjxaw99  领取18元心意金 ,2,1,zjxaw99,你好 账号 zjxaw99 领取 18 元 心意金 ,promotion/要求免费彩金,21.32,1.0,2
10418,375115,Member,补偿金怎么还没有到？再帮我看看呢？ ,2,1,54115a,补偿金 怎么 还 没有 到 ？ 再 帮 我 看看 呢 ？ ,payment/withdrawal/为何提款不到账,23.01,1.0,2
10420,375116,Member,你好  忘记提款密码了  tbyxjs8888 ,2,1,tbyxjs8888,你好 忘记 提款 密码 了 tbyxjs8888 ,account/password/忘记密码,54.56,3.0,2
10422,375117,Member,为什么账号站内箱一条消息都没有呢 ,2,1,xueqin333,为什么 账号 站 内 箱 一条 消息 都 没有 呢 ,-,0.0,0.0,2
10424,375118,Member,DT世界杯�得彩金的活动我之前已经完成了投注要求，之后就不需要打了哇 ,3,1,yu13775815,DT 世界杯 � 得 彩金 的 活动 我 之前 已经 完成 了 投注 要求 ， 之后 就 不 需要 打 了 哇 ,-,0.0,0.0,2
10426,375119,Member,我推荐了客户，客户也充值耍了我怎么看我得到的金额 ,2,1,zhx8809,我 推荐 了 客户 ， 客户 也 充值 耍 了 我 怎么 看 我 得到 的 金额 ,-,0.0,0.0,2
10428,375120,Member,请问一下为啥我账户等级一直新会员呢  ,4,2,echos7,请问 一下 为啥 我 账户 等级 一直 新会员 呢 ,-,0.0,0.0,1
10429,375121,Member,我支付宝转账一早就成功了，刚刚你们客服又帮我提交了订单，怎么过了这么久还是不到账啊？ ,2,1,hdj6313,我 支付宝转账 一早 就 成功 了 ， 刚刚 你们 客 服 又 帮 我 提交 了 订单 ， 怎么 过 了 这么 久 还是 不到 账 啊 ？ ,-,0.0,0.0,2
10431,375122,Member,电脑客户端下载 ,2,1,SD1987,电脑 客户端 下载 ,portal/app/乐天堂手机版APP下载步骤,39.5,2.0,2
10433,375124,Member,我的取款怎么失败了呢 ,4,2,chulan668,我 的 提款 怎么 失败 了 呢 ,payment/withdrawal/提款申请失败,54.69,3.0,1
10434,375126,Member,电脑版要怎么下载呢 ,2,1,z516964848,电脑 版 要 怎么 下载 呢 ,portal/app/fun88/乐天堂APP桌面下载版,33.61,1.0,2
10436,375127,Member,你们发消息叫我联系客户说可以申请18的心意金 ,2,1,lqy338090,你们 发 消息 叫 我 联系 客户 说 可以 申请 18 的 心意金 ,-,0.0,0.0,2
10438,375128,Member,显示我的信息别注册了 ,2,1,1111,显示 我 的 信息 别 注册 了 ,-,0.0,0.0,2
10440,375129,Member,你好，收到邮件，说注册送88 ,2,1,sadfsd,你好 ， 收到 邮件 ， 说 注册 送 88 ,account/email/没有收到乐天堂发出的邮件,28.41,1.0,2
10442,375130,Member,老虎机百倍奖励，是总投注额的百倍还是线注的百倍？ ,2,1,tbw453937291,老虎机 百倍 奖励 ， 是 总 投注 额 的 百倍 还是 线 注 的 百倍 ？ ,-,0.0,0.0,2
10444,375131,Member,注册送88 ,2,1,ZHan168,注册 送 88 ,promotion/注册彩金,56.12,3.0,2
10446,375132,Member,7月积分怎么查啊 ,2,1,lintan21,7 月 积分 怎么 查 啊 ,promotion/查询流水,23.98,1.0,2
10448,375133,Member,免费游戏无法打开 ,2,1,xuka001,免费 游戏 无法 打开 ,bet/slot/无法登入老虎机游戏/免费旋转或有未完成游戏,22.16,1.0,2
10450,375134,Member,有18的心意奖？ ,2,1,clf1021,有 18 的 心意 奖 ？ ,-,0.0,0.0,2
